,text,intent,labels
3628,Show:O me:O the:O picture:B-object_type Written:B-object_name in:I-object_name the:I-object_name Stars:I-object_name ," SearchCreativeWork
",5
6295,What:O is:O the:O weather:O for:O Yemen:B-country ," GetWeather
",2
460,Play:O the:O best:B-sort sort:O by:O Jan:B-artist Robbe:I-artist on:O pandora:B-service ," PlayMusic
",3
8014,add:O Of:B-entity_name Rivers:I-entity_name and:I-entity_name Religion:I-entity_name to:O my:B-playlist_owner sexy:B-playlist as:I-playlist folk:I-playlist playlist:O ," AddToPlaylist
",0
8794,Will:O it:O get:O chillier:B-condition_temperature here:B-current_location ?:O ," GetWeather
",2
3168,play:O the:O last:B-sort Rocko:B-artist music:O with:O deezer:B-service ," PlayMusic
",3
7107,rate:O this:B-object_select textbook:B-object_type four:B-rating_value stars:B-rating_unit ," RateBook
",4
3874,Can:O you:O add:O Honey:B-entity_name Hush:I-entity_name to:O hits:B-playlist of:I-playlist the:I-playlist 60s:I-playlist ," AddToPlaylist
",0
6549,Add:O this:O tune:B-music_item to:O cristina's:B-playlist_owner endorphin:B-playlist rush:I-playlist playlist:O ," AddToPlaylist
",0
2825,add:O track:B-music_item to:O dance:B-playlist playlist:O ," AddToPlaylist
",0
3261,"at:O two:B-timeRange am:I-timeRange ,:O I:O need:O reservations:O for:O my:B-party_size_description friends:I-party_size_description and:I-party_size_description I:I-party_size_description at:O Irma:B-restaurant_name Hotel:I-restaurant_name .:O "," BookRestaurant
",1
5752,"Play:O Fight:B-track On,:I-track State:I-track .:O "," PlayMusic
",3
837,I:O need:O to:O book:O a:O table:O at:O a:O nearby:B-spatial_relation restaurant:B-restaurant_type ," BookRestaurant
",1
5959,Play:O :O music:O from:O the:O thirties:B-year .:O ," PlayMusic
",3
2881,Play:O the:O playlist:O Feel:B-playlist Good:I-playlist Dinner:I-playlist .:O ," PlayMusic
",3
1698,give:O zero:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit to:O The:B-object_name False:I-object_name Peace:I-object_name ," RateBook
",4
4210,I:O am:O looking:O for:O a:O creative:O work:O called:O Something:B-object_name Warm:I-object_name ," SearchCreativeWork
",5
6201,I'm:O looking:O for:O the:O movie:B-object_type White:B-object_name Unicorn:I-object_name ," SearchCreativeWork
",5
1054,"I:O need:O a:O table:O for:O ten:B-party_size_number on:O april:B-timeRange the:I-timeRange eighteenth,:I-timeRange 2030:I-timeRange "," BookRestaurant
",1
3391,Add:O another:O tune:B-music_item to:O my:B-playlist_owner Pumping:B-playlist Iron:I-playlist playlist.:O ," AddToPlaylist
",0
745,what:O is:O the:O weather:O not:B-spatial_relation far:I-spatial_relation from:O current:B-current_location position:I-current_location ," GetWeather
",2
6284,Lets:O hear:O some:O Dawood:B-artist Sarkhosh:I-artist from:O their:O The:B-album Power:I-album Of:I-album Your:I-album Love:I-album album:B-music_item from:O Groove:B-service Shark:I-service ," PlayMusic
",3
8230,What:O movies:B-movie_type are:O scheduled:O at:O the:O nearest:B-spatial_relation movie:B-object_location_type theatre:I-object_location_type ?:O ," SearchScreeningEvent
",6
8317,add:O the:O artist:B-music_item Todd:B-artist Snider:I-artist to:O my:B-playlist_owner Electro:B-playlist Latino:I-playlist playlist:O ," AddToPlaylist
",0
1535,this:B-object_select album:B-object_type deserves:O a:O 0:B-rating_value of:O 6:B-best_rating possible:O ," RateBook
",4
1357,play:O some:O songs:O from:O the:O fourties:B-year by:O yoshiki:B-artist fukuyama:I-artist ," PlayMusic
",3
3045,Rate:O this:B-object_select novel:B-object_type 1:B-rating_value points:B-rating_unit .:O ," RateBook
",4
5582,I:O want:O to:O eat:O at:O a:O pickled:B-served_dish cucumber:I-served_dish brasserie:B-restaurant_type in:B-timeRange 12:I-timeRange months:I-timeRange ," BookRestaurant
",1
3173,Find:O movie:B-object_type schedules:I-object_type for:O close:B-spatial_relation by:I-spatial_relation films:B-movie_type .:O ," SearchScreeningEvent
",6
6817,What:O is:O the:O weather:O like:O in:O Midfield:B-city Iowa:B-state today:B-timeRange ," GetWeather
",2
520,What:O time:O will:O In:B-movie_name the:I-movie_name Name:I-movie_name of:I-movie_name the:I-movie_name Son:I-movie_name be:O playing?:O ," SearchScreeningEvent
",6
7228,1:B-rating_value point:O for:O this:O next:B-object_select textbook:B-object_type ," RateBook
",4
4927,Look:O up:O The:B-object_name Collection:I-object_name Volume:I-object_name One:I-object_name novel:B-object_type ," SearchCreativeWork
",5
4751,book:O a:O spot:O for:O one:B-party_size_number at:O a:O restaurant:B-restaurant_type in:O ID:B-state ," BookRestaurant
",1
5099,Give:O this:B-object_select essay:B-object_type a:O 2:B-rating_value out:O of:O 6:B-best_rating .:O ," RateBook
",4
490,add:O falling:B-entity_name upstairs:I-entity_name to:O the:O playlist:O named:O chill:B-playlist out:I-playlist ," AddToPlaylist
",0
8936,Play:O Seasons:B-track In:I-track The:I-track Sun:I-track by:O Rosco:B-artist Gordon:I-artist on:O iheart:B-service ," PlayMusic
",3
6702,Will:O there:O be:O rainfall:B-condition_description at:O one:B-timeRange PM:I-timeRange in:O Catahoula:B-city ," GetWeather
",2
1259,add:O kjetil:B-artist vidar:I-artist haraldstad:I-artist to:O listas:B-playlist de:I-playlist éxitos:I-playlist ," AddToPlaylist
",0
8838,Will:O it:O be:O getting:O colder:B-condition_temperature in:O Sahuarita:B-city ?:O ," GetWeather
",2
4981,Will:O there:O be:O snowfall:B-condition_description in:O KY:B-state ?:O ," GetWeather
",2
8886,Rate:O this:B-object_select book:B-object_type three:B-rating_value points:B-rating_unit ," RateBook
",4
6369,add:O a:O track:B-music_item by:O Big:B-artist Sha:I-artist to:O my:B-playlist_owner This:B-playlist Is:I-playlist Miranda:I-playlist Lambert:I-playlist playlist:O ," AddToPlaylist
",0
7616,Open:O Itunes:B-service and:O play:O Bad:B-album Attitude:I-album ," PlayMusic
",3
4421,Find:O me:O animated:B-movie_type movies:I-movie_type at:O Amco:B-location_name Entertainment:I-location_name tomorrow:O ," SearchScreeningEvent
",6
6878,I:O want:O tables:O for:O 6:B-party_size_number at:O a:O kosher:B-cuisine steakhouse:B-restaurant_type around:B-spatial_relation Kosovo:B-country ," BookRestaurant
",1
7221,find:O the:O movie:B-object_type schedules:I-object_type ," SearchScreeningEvent
",6
2616,What's:O the:O forecast:O for:O AL:B-state twenty:B-timeRange one:I-timeRange minutes:I-timeRange from:I-timeRange now:I-timeRange ?:O ," GetWeather
",2
6069,Find:O the:O movie:B-object_type times:I-object_type for:O North:B-location_name American:I-location_name Cinemas:I-location_name .:O ," SearchScreeningEvent
",6
3032,play:O twenties:B-year music:O off:O of:O my:O Itunes:B-service ," PlayMusic
",3
2482,Can:O you:O book:O a:O table:O for:O eight:B-party_size_number people:O at:O a:O spa:B-facility type:O restaurant:B-restaurant_type within:B-spatial_relation walking:I-spatial_relation distance:I-spatial_relation of:O the:O Metropolitan:B-poi Borough:I-poi of:I-poi Lambeth:I-poi ," BookRestaurant
",1
5948,Add:O unreachable:B-entity_name to:O my:B-playlist_owner wine:B-playlist &:I-playlist dine:I-playlist playlist.:O ," AddToPlaylist
",0
3362,Book:O a:O hawaiian:B-cuisine diner:B-restaurant_type in:O South:B-state Carolina:I-state not:B-spatial_relation far:I-spatial_relation away:O in:O 1:B-timeRange second:I-timeRange from:I-timeRange now:I-timeRange .:O ," BookRestaurant
",1
9110,add:O GodMusic:B-entity_name to:O my:B-playlist_owner latin:B-playlist dance:I-playlist cardio:I-playlist playlist:O ," AddToPlaylist
",0
5537,Find:O The:B-object_name International:I-object_name Journal:I-object_name of:I-object_name Robotics:I-object_name Research:I-object_name soundtrack:B-object_type ," SearchCreativeWork
",5
5169,use:O Slacker:B-service to:O listen:O to:O seventies:B-year music:O ," PlayMusic
",3
548,I'm:O looking:O for:O a:O picture:B-object_type titled:O Rock:B-object_name Painting:I-object_name ," SearchCreativeWork
",5
4045,I:O need:O a:O reservation:O for:O Roscoff:B-restaurant_name Restaurant:I-restaurant_name in:O Valley:B-city Mills:I-city ," BookRestaurant
",1
89,Give:O the:O current:B-object_select essay:B-object_type 5:B-rating_value /:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
7999,Open:O Groove:B-service Shark:I-service and:O play:O sound:B-music_item track:I-music_item from:O Dj:B-artist Cameo:I-artist ," PlayMusic
",3
1051,Go:O to:O the:O photograph:B-object_type The:B-object_name Inflated:I-object_name Tear:I-object_name ," SearchCreativeWork
",5
7149,Weather:O for:O apr.:B-timeRange the:I-timeRange thirteenth:I-timeRange in:O Djibouti:B-country ," GetWeather
",2
7645,I:O would:O rate:O Tree:B-object_name of:I-object_name Smoke:I-object_name a:O value:O of:O two:B-rating_value or:O a:O best:O rating:O of:O 6:B-best_rating ," RateBook
",4
49,I:O give:O the:O last:B-object_select textbook:B-object_type one:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit .:O ," RateBook
",4
5859,Book:O a:O table:O for:O nine:B-party_size_number people:O in:O NJ:B-state .:O ," BookRestaurant
",1
5101,Add:O this:O track:B-music_item by:O horace:B-artist andy:I-artist to:O acoustic:B-playlist soul:I-playlist ," AddToPlaylist
",0
4694,What:O movie:B-object_location_type theatre:I-object_location_type is:O palying:O The:B-movie_name Hurricane:I-movie_name five:B-timeRange hours:I-timeRange from:I-timeRange now:I-timeRange ," SearchScreeningEvent
",6
4429,Play:O Zvooq:B-service ," PlayMusic
",3
6947,Add:O michael:B-artist wittig:I-artist to:O the:O party:B-playlist playlist.:O ," AddToPlaylist
",0
7698,Show:O me:O the:O picture:B-object_type Batman::B-object_name The:I-object_name Long:I-object_name Halloween:I-object_name ," SearchCreativeWork
",5
1067,Rate:O the:O current:B-object_select essay:B-object_type a:O three:B-rating_value points:B-rating_unit ," RateBook
",4
6604,Add:O Banana:B-entity_name Republic:I-entity_name to:O my:B-playlist_owner this:B-playlist is:I-playlist puccini:I-playlist playlist:O ," AddToPlaylist
",0
6551,I:O want:O the:O movie:B-object_type schedule:I-object_type for:O animated:B-movie_type movies:I-movie_type in:B-spatial_relation the:I-spatial_relation area:I-spatial_relation ," SearchScreeningEvent
",6
1089,I'd:O like:O to:O find:O the:O Days:B-object_name of:I-object_name Glory:I-object_name saga:B-object_type ," SearchCreativeWork
",5
3848,rate:O the:O saga:B-object_part_of_series_type In:B-object_name Mortal:I-object_name Hands:I-object_name five:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
4080,Rate:O From:B-object_name a:I-object_name Buick:I-object_name 8:I-object_name 0:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
694,I:O wish:O to:O rate:O zero:B-rating_value points:B-rating_unit out:O of:O 6:B-best_rating to:O The:B-object_name Crack:I-object_name in:I-object_name Space:I-object_name .:O ," RateBook
",4
41,Make:O me:O a:O reservation:O in:O Colorado:B-state at:O nine:B-timeRange am:I-timeRange at:O National:B-restaurant_name Cash:I-restaurant_name Register:I-restaurant_name Building:I-restaurant_name ," BookRestaurant
",1
5549,rate:O Galactic:B-object_name Pot-Healer:I-object_name two:B-rating_value points:B-rating_unit ," RateBook
",4
6029,I:O want:O to:O view:O the:O picture:B-object_type In:B-object_name Old:I-object_name Monterey:I-object_name .:O ," SearchCreativeWork
",5
6489,what:O is:O the:O forecast:O for:O Niger:B-country ," GetWeather
",2
7294,Rate:O The:B-object_name Starship:I-object_name Trap:I-object_name 5:B-rating_value stars:B-rating_unit ," RateBook
",4
2390,I'd:O like:O to:O eat:O at:O the:O best:B-sort restaurant:B-restaurant_type ," BookRestaurant
",1
4747,give:O The:B-object_name Council:I-object_name of:I-object_name Dads:I-object_name 1:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
2548,play:O chant:B-music_item by:O Prurient:B-artist ," PlayMusic
",3
1063,I:O need:O a:O reservation:O in:B-timeRange 1:I-timeRange second:I-timeRange in:O Atlas:B-city with:O a:O party:O of:O nine:B-party_size_number ," BookRestaurant
",1
2146,find:O Loved:B-object_name Ones:I-object_name for:O me:O ," SearchCreativeWork
",5
5958,book:O me:O a:O restaurant:B-restaurant_type for:O 4:B-party_size_number members:O at:O Beaman:B-city Federated:B-state States:I-state Of:I-state Micronesia:I-state in:B-timeRange one:I-timeRange minute:I-timeRange ," BookRestaurant
",1
4190,what:O animated:B-movie_type movies:I-movie_type are:O showing:O in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation ," SearchScreeningEvent
",6
2270,Rate:O The:B-object_name Gorilla:I-object_name Hunters:I-object_name 0:B-rating_value stars:B-rating_unit ," RateBook
",4
5442,Book:O a:O restaurant:B-restaurant_type .:O ," BookRestaurant
",1
4112,Play:O twenties:B-year from:O Ken:B-artist Floyd:I-artist ," PlayMusic
",3
2447,Can:O you:O please:O search:O Ellington:B-object_name at:I-object_name Newport:I-object_name ?:O ," SearchCreativeWork
",5
2910,Put:O nothing:B-entity_name remains:I-entity_name the:I-entity_name same:I-entity_name on:O my:B-playlist_owner summer:B-playlist music:I-playlist playlist:O ," AddToPlaylist
",0
7744,Make:O me:O a:O reservation:O for:O a:O party:O of:O six:B-party_size_number at:O The:B-restaurant_name K:I-restaurant_name Club:I-restaurant_name on:O feb.:B-timeRange 7th:I-timeRange ," BookRestaurant
",1
6908,"I:O want:O to:O listen:O to:O Lastfm:B-service ,:O play:O A:B-album Drop:I-album Of:I-album The:I-album Hard:I-album Stuff:I-album by:O Joi:B-artist Chua:I-artist .:O "," PlayMusic
",3
477,When:O can:O I:O go:O see:O The:B-movie_name Untold:I-movie_name Story:I-movie_name ?:O ," SearchScreeningEvent
",6
3260,add:O billy:B-artist eckstine:I-artist to:O my:B-playlist_owner emotron:B-playlist ," AddToPlaylist
",0
1884,I:O want:O to:O rate:O The:B-object_name Ingenuity:I-object_name Gap:I-object_name 3:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
5555,Can:O you:O play:O a:O Sammy:B-artist Fain:I-artist ep:B-music_item ," PlayMusic
",3
6805,Add:O this:O artist:B-music_item to:O piano:B-playlist chill:I-playlist ," AddToPlaylist
",0
5867,Book:O a:O restaurant:B-restaurant_type in:O Delhi:B-city Arkansas:B-state for:O three:B-party_size_number people.:O ," BookRestaurant
",1
8321,Give:O The:B-object_name Slap:I-object_name 0:B-rating_value stars:B-rating_unit ," RateBook
",4
5982,Add:O another:O artist:B-music_item to:O the:O Spotlight:B-playlist on:I-playlist Country:I-playlist 2016:I-playlist playlist.:O ," AddToPlaylist
",0
4123,I:O need:O a:O table:O somewhere:O in:O Culver:B-city City:I-city WA:B-state ," BookRestaurant
",1
8679,this:B-object_select textbook:B-object_type rates:O a:O 4:B-rating_value of:O 6:B-best_rating .:O ," RateBook
",4
2418,Book:O reservations:O at:O Phase:B-restaurant_name 1:I-restaurant_name in:O La:B-city Jara:I-city ," BookRestaurant
",1
8444,I:O want:O to:O find:O a:O salami:B-served_dish restaurant:B-restaurant_type in:O Bastian:B-city IN:B-state ," BookRestaurant
",1
6002,Will:O it:O be:O hotter:B-condition_temperature in:O my:O current:B-current_location place:I-current_location in:O six:B-timeRange weeks:I-timeRange from:I-timeRange now:I-timeRange ," GetWeather
",2
5544,Tell:O me:O the:O predicted:O weather:O once:O I:O travel:O faraway:B-spatial_relation to:O Crimson:B-geographic_poi Lake:I-geographic_poi Provincial:I-geographic_poi Park:I-geographic_poi .:O ," GetWeather
",2
8641,Will:O it:O get:O warmer:B-condition_temperature in:B-spatial_relation the:I-spatial_relation same:I-spatial_relation area:I-spatial_relation as:O Sandy:B-geographic_poi Point:I-geographic_poi National:I-geographic_poi Wildlife:I-geographic_poi Refuge:I-geographic_poi ," GetWeather
",2
2672,Play:O some:O sixties:B-year music.:O ," PlayMusic
",3
1878,Add:O tune:B-music_item to:O infinite:B-playlist indie:I-playlist folk:I-playlist ," AddToPlaylist
",0
5112,show:O He:B-object_name Who:I-object_name Fears:I-object_name the:I-object_name Wolf:I-object_name creative:O photograph:B-object_type ," SearchCreativeWork
",5
3486,what:O is:O the:O weather:O forecast:O for:O close-by:B-spatial_relation GU:B-state 3:B-timeRange years:I-timeRange from:I-timeRange now:I-timeRange ," GetWeather
",2
7591,I:O need:O a:O reservation:O for:O a:O brasserie:B-restaurant_type place:O for:O a:O party:O of:O two:B-party_size_number ," BookRestaurant
",1
2319,play:O the:O Ashley:B-object_name Tisdale:I-object_name discography:I-object_name TV:B-object_type show:I-object_type ," SearchCreativeWork
",5
8088,What's:O the:O weather:O forecast:O in:B-spatial_relation the:I-spatial_relation same:I-spatial_relation area:I-spatial_relation as:O LA:B-state in:B-timeRange 1:I-timeRange minute:I-timeRange ?:O ," GetWeather
",2
2100,add:O sheila:B-artist e:I-artist to:O my:B-playlist_owner i:B-playlist love:I-playlist my:I-playlist neo:I-playlist soul:I-playlist playlist:O ," AddToPlaylist
",0
